,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2021,Southampton,William Smallbone,IRL,MF,20,2000,1.9,4,2.09,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Yan Valery,TUN,"DF,MF",21,1999,1.1,1,0.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Ben Davies,WAL,DF,27,1993,15.0,18,1.2,12,1,1,0,2,2,4,0.27,2,0,1,0,1,0
ENG-Premier League,2021,Tottenham,Carlos Vinícius,BRA,FW,25,1995,3.4,5,1.46,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Dane Scarlett,ENG,FW,16,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Davinson Sánchez,COL,DF,24,1996,16.5,8,0.48,6,1,0,1,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Dele Alli,ENG,MF,24,1996,6.9,22,3.19,19,0,0,1,1,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Eric Dier,ENG,DF,26,1994,28.0,24,0.86,21,0,0,2,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Gareth Bale,WAL,FW,31,1989,10.2,47,4.59,26,7,9,3,2,0,6,0.59,3,1,0,2,0,0
ENG-Premier League,2021,Tottenham,Giovani Lo Celso,ARG,MF,24,1996,10.5,32,3.05,23,3,0,1,4,1,4,0.38,4,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Harry Kane,ENG,FW,27,1993,34.2,127,3.71,75,3,19,15,13,2,26,0.76,15,1,6,1,3,0
ENG-Premier League,2021,Tottenham,Harry Winks,ENG,MF,24,1996,9.6,7,0.73,6,0,0,0,0,1,1,0.1,1,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Hugo Lloris,FRA,GK,33,1986,38.0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Japhet Tanganga,ENG,DF,21,1999,5.4,3,0.55,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Joe Rodon,WAL,DF,22,1997,8.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Lucas Moura,BRA,"FW,MF",27,1992,15.7,39,2.49,27,3,1,2,4,2,9,0.57,7,0,0,1,0,1
ENG-Premier League,2021,Tottenham,Matt Doherty,IRL,DF,28,1992,13.8,21,1.53,18,0,1,0,2,0,2,0.15,2,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Moussa Sissoko,FRA,MF,30,1989,17.6,17,0.97,16,0,1,0,0,0,2,0.11,2,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Pierre Højbjerg,DEN,MF,24,1995,38.0,59,1.55,52,3,0,2,1,1,10,0.26,9,1,0,0,0,0
ENG-Premier League,2021,Tottenham,Serge Aurier,CIV,DF,27,1992,17.8,38,2.13,26,1,4,4,1,2,5,0.28,3,1,1,0,0,0
ENG-Premier League,2021,Tottenham,Sergio Reguilón,ESP,DF,23,1996,24.9,42,1.68,29,1,2,5,4,1,9,0.36,8,0,0,0,1,0
ENG-Premier League,2021,Tottenham,Son Heung-min,KOR,FW,28,1992,34.6,129,3.73,83,28,8,3,5,2,18,0.52,12,2,3,1,0,0
ENG-Premier League,2021,Tottenham,Steven Bergwijn,NED,"FW,MF",22,1997,13.4,35,2.61,24,1,2,3,5,0,7,0.52,3,0,2,1,1,0
ENG-Premier League,2021,Tottenham,Tanguy Ndombele,FRA,MF,23,1996,23.2,58,2.5,45,0,5,2,5,1,8,0.34,7,0,0,1,0,0
ENG-Premier League,2021,Tottenham,Toby Alderweireld,BEL,DF,31,1989,24.9,22,0.88,19,0,0,3,0,0,3,0.12,3,0,0,0,0,0
ENG-Premier League,2021,Tottenham,Érik Lamela,ARG,"FW,MF",28,1992,8.0,31,3.89,19,2,3,2,5,0,4,0.5,3,0,0,1,0,0
ENG-Premier League,2021,West Brom,Ahmed Hegazi,EGY,DF,29,1991,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Ainsley Maitland-Niles,ENG,MF,22,1997,13.7,22,1.61,19,0,1,0,2,0,2,0.15,1,0,0,0,1,0
ENG-Premier League,2021,West Brom,Branislav Ivanović,SRB,DF,36,1984,8.5,3,0.35,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Callum Robinson,IRL,"FW,MF",25,1995,17.3,46,2.65,33,0,7,2,4,0,4,0.23,1,0,1,0,2,0
ENG-Premier League,2021,West Brom,Charlie Austin,ENG,"FW,MF",31,1989,1.5,1,0.66,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Conor Gallagher,ENG,MF,20,2000,28.1,46,1.64,29,7,3,1,4,2,2,0.07,1,1,0,0,0,0
ENG-Premier League,2021,West Brom,Conor Townsend,ENG,DF,27,1993,24.8,46,1.85,36,4,0,3,2,1,4,0.16,4,0,0,0,0,0
ENG-Premier League,2021,West Brom,Dara O'Shea,IRL,DF,21,1999,23.4,16,0.69,11,2,0,0,1,2,2,0.09,1,1,0,0,0,0
ENG-Premier League,2021,West Brom,Darnell Furlong,ENG,DF,24,1995,32.6,34,1.04,21,7,0,3,3,0,3,0.09,3,0,0,0,0,0
ENG-Premier League,2021,West Brom,David Button,ENG,GK,31,1989,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Filip Krovinović,CRO,MF,24,1995,6.1,20,3.29,13,3,3,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Grady Diangana,COD,"MF,FW",22,1998,13.7,26,1.89,15,2,0,3,5,1,1,0.07,0,1,0,0,0,0
ENG-Premier League,2021,West Brom,Hal Robson-Kanu,WAL,FW,31,1989,6.2,12,1.93,8,0,0,1,2,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Jake Livermore,ENG,MF,30,1989,13.8,9,0.65,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,2021,West Brom,Kamil Grosicki,POL,"MF,FW",32,1988,1.6,4,2.43,3,0,0,1,0,0,2,1.22,2,0,0,0,0,0
ENG-Premier League,2021,West Brom,Karlan Grant,ENG,"FW,MF",22,1997,12.5,15,1.2,11,0,0,3,1,0,2,0.16,1,0,0,1,0,0
ENG-Premier League,2021,West Brom,Kieran Gibbs,ENG,DF,30,1989,9.0,5,0.56,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0
ENG-Premier League,2021,West Brom,Kyle Bartley,ENG,DF,29,1991,28.7,14,0.49,11,0,0,2,0,1,2,0.07,2,0,0,0,0,0
ENG-Premier League,2021,West Brom,Kyle Edwards,ENG,"MF,FW",22,1998,1.3,2,1.55,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Lee Peltier,ENG,DF,33,1986,2.5,3,1.18,3,0,0,0,0,0,1,0.39,1,0,0,0,0,0
ENG-Premier League,2021,West Brom,Matheus Pereira,POR,"MF,FW",24,1996,28.6,118,4.12,77,26,5,2,8,0,10,0.35,8,0,0,0,2,0
ENG-Premier League,2021,West Brom,Matt Phillips,SCO,MF,29,1991,20.3,46,2.26,33,7,4,2,0,0,2,0.1,2,0,0,0,0,0
ENG-Premier League,2021,West Brom,Mbaye Diagne,SEN,FW,28,1991,13.2,22,1.67,16,0,2,1,2,1,5,0.38,3,0,0,1,0,1
ENG-Premier League,2021,West Brom,Okay Yokuşlu,TUR,MF,26,1994,14.6,14,0.96,9,0,0,1,4,0,3,0.21,2,0,0,1,0,0
ENG-Premier League,2021,West Brom,Rekeem Harper,ENG,MF,20,2000,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Robert Snodgrass,SCO,"MF,FW",32,1987,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
ENG-Premier League,2021,West Brom,Romaine Sawyers,SKN,MF,28,1991,16.5,19,1.15,19,0,0,0,0,0,2,0.12,2,0,0,0,0,0
ENG-Premier League,2021,West Brom,Sam Field,ENG,MF,22,1998,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Brom,Sam Johnstone,ENG,GK,27,1993,37.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2021,West Brom,Semi Ajayi,NGA,DF,26,1993,30.9,14,0.45,13,0,1,0,0,0,2,0.06,2,0,0,0,0,0
ENG-Premier League,2021,West Ham,Aaron Cresswell,ENG,DF,30,1989,35.2,103,2.92,51,44,1,5,2,0,14,0.4,6,5,0,2,1,0
ENG-Premier League,2021,West Ham,Andriy Yarmolenko,UKR,"FW,MF",30,1989,4.2,14,3.36,10,1,1,1,1,0,2,0.48,2,0,0,0,0,0
ENG-Premier League,2021,West Ham,Angelo Ogbonna,ITA,DF,32,1988,27.7,12,0.43,9,1,0,1,0,1,1,0.04,1,0,0,0,0,0
ENG-Premier League,2021,West Ham,Arthur Masuaku,COD,"DF,MF",26,1993,11.2,33,2.95,25,2,3,2,1,0,4,0.36,4,0,0,0,0,0
ENG-Premier League,2021,West Ham,Ben Johnson,ENG,"DF,FW",20,2000,5.8,7,1.2,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Craig Dawson,ENG,DF,30,1990,21.4,7,0.33,4,1,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Darren Randolph,IRL,GK,33,1987,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Declan Rice,ENG,MF,21,1999,32.0,59,1.84,50,1,3,3,1,1,6,0.19,5,0,0,1,0,0
ENG-Premier League,2021,West Ham,Fabián Balbuena,PAR,DF,28,1991,13.3,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Felipe Anderson,BRA,"FW,MF",27,1993,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Issa Diop,FRA,DF,23,1997,15.3,4,0.26,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,2021,West Ham,Jarrod Bowen,ENG,"FW,MF",23,1996,28.5,79,2.78,42,12,6,10,8,1,12,0.42,7,3,0,2,0,0
ENG-Premier League,2021,West Ham,Jesse Lingard,ENG,"MF,FW",27,1992,15.8,63,3.99,46,5,2,5,5,0,12,0.76,6,2,1,2,1,0
ENG-Premier League,2021,West Ham,Manuel Lanzini,ARG,"MF,FW",27,1993,6.3,22,3.5,18,1,1,1,1,0,3,0.48,2,0,0,0,1,0
ENG-Premier League,2021,West Ham,Mark Noble,ENG,MF,33,1987,7.9,13,1.64,9,3,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Michail Antonio,JAM,FW,30,1990,21.9,76,3.47,41,1,10,8,16,0,11,0.5,5,1,0,2,3,0
ENG-Premier League,2021,West Ham,Pablo Fornals,ESP,"FW,MF",24,1996,28.6,81,2.84,68,3,2,7,1,0,11,0.39,7,1,0,3,0,0
ENG-Premier League,2021,West Ham,Robert Snodgrass,SCO,"FW,MF",32,1987,0.1,2,36.0,1,0,0,0,1,0,1,18.0,0,0,0,0,1,0
ENG-Premier League,2021,West Ham,Ryan Fredericks,ENG,"DF,FW",27,1992,6.3,21,3.32,16,0,2,1,1,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Saïd Benrahma,ALG,"FW,MF",24,1995,15.5,64,4.14,53,0,4,3,3,1,10,0.65,10,0,0,0,0,0
ENG-Premier League,2021,West Ham,Sébastien Haller,CIV,FW,26,1994,10.4,16,1.54,13,0,0,0,3,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,West Ham,Tomáš Souček,CZE,MF,25,1995,38.0,58,1.53,44,1,1,6,5,1,8,0.21,7,0,0,1,0,0
ENG-Premier League,2021,West Ham,Vladimír Coufal,CZE,DF,27,1992,33.9,83,2.45,62,13,1,2,3,2,10,0.29,10,0,0,0,0,0
ENG-Premier League,2021,West Ham,Łukasz Fabiański,POL,GK,35,1985,35.0,4,0.11,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Adama Traoré,ESP,"FW,MF",24,1996,29.4,115,3.91,74,0,25,3,13,0,5,0.17,3,0,1,0,1,0
ENG-Premier League,2021,Wolves,Conor Coady,ENG,DF,27,1993,36.7,13,0.35,12,0,0,1,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2021,Wolves,Daniel Podence,POR,"MF,FW",24,1995,18.5,60,3.25,42,1,9,1,7,0,6,0.32,2,0,4,0,0,0
ENG-Premier League,2021,Wolves,Fernando Marçal,BRA,"DF,MF",31,1989,6.9,8,1.15,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Fábio Silva,POR,FW,18,2002,15.2,29,1.91,17,0,2,7,3,0,3,0.2,2,0,0,0,1,0
ENG-Premier League,2021,Wolves,John Ruddy,ENG,GK,33,1986,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Jonny Castro,ESP,"MF,DF",26,1994,5.5,5,0.91,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,João Moutinho,POR,MF,33,1986,28.1,96,3.42,62,27,0,2,2,3,6,0.21,3,2,0,0,1,0
ENG-Premier League,2021,Wolves,Ki-Jana Hoever,NED,"DF,MF",18,2002,6.4,9,1.4,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Leander Dendoncker,BEL,"MF,DF",25,1995,27.8,46,1.65,39,0,0,4,1,2,6,0.22,4,0,0,2,0,0
ENG-Premier League,2021,Wolves,Max Kilman,ENG,DF,23,1997,14.6,8,0.55,6,0,0,1,0,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,2021,Wolves,Morgan Gibbs-White,ENG,"MF,FW",20,2000,4.6,16,3.48,13,1,0,1,1,0,1,0.22,0,0,0,1,0,0
ENG-Premier League,2021,Wolves,Nélson Semedo,POR,"DF,MF",26,1993,33.1,70,2.11,56,7,2,3,1,1,7,0.21,6,0,0,1,0,0
ENG-Premier League,2021,Wolves,Oskar Buur,DEN,DF,22,1998,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Owen Otasowie,USA,"MF,FW",19,2001,2.1,7,3.37,4,0,0,1,2,0,2,0.96,2,0,0,0,0,0
ENG-Premier League,2021,Wolves,Patrick Cutrone,ITA,FW,22,1998,0.3,1,3.6,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Pedro Neto,POR,"FW,MF",20,2000,28.3,123,4.34,66,28,13,5,10,1,10,0.35,4,2,1,1,1,1
ENG-Premier League,2021,Wolves,Rayan Aït Nouri,ALG,DF,19,2001,15.6,32,2.05,21,4,6,0,1,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2021,Wolves,Raúl Jiménez,MEX,FW,29,1991,9.1,20,2.19,9,0,4,4,2,1,4,0.44,1,0,1,2,0,0
ENG-Premier League,2021,Wolves,Romain Saïss,MAR,DF,30,1990,26.7,19,0.71,16,1,1,1,0,0,2,0.07,2,0,0,0,0,0
ENG-Premier League,2021,Wolves,Rui Patrício,POR,GK,32,1988,37.0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Rúben Neves,POR,MF,23,1997,29.7,78,2.62,63,3,2,4,1,5,4,0.13,4,0,0,0,0,0
ENG-Premier League,2021,Wolves,Rúben Vinagre,POR,"MF,DF",21,1999,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Theo Corbeanu,CAN,FW,18,2002,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Wolves,Vitinha,POR,MF,20,2000,5.8,23,3.99,19,2,1,1,0,0,2,0.35,2,0,0,0,0,0
ENG-Premier League,2021,Wolves,Willian José,BRA,FW,28,1991,12.3,27,2.19,18,0,2,6,1,0,1,0.08,0,0,0,0,1,0
ENG-Premier League,2021,Wolves,Willy Boly,CIV,DF,29,1991,20.9,12,0.57,10,0,0,2,0,0,1,0.05,1,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Aaron Ramsdale,ENG,GK,23,1998,34.0,2,0.06,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Ainsley Maitland-Niles,ENG,MF,23,1997,3.0,7,2.35,5,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Albert Sambi Lokonga,BEL,MF,21,1999,12.6,39,3.09,36,0,0,1,1,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Alexandre Lacazette,FRA,FW,30,1991,19.8,71,3.58,49,0,4,6,10,2,9,0.45,6,0,0,1,1,1
ENG-Premier League,2122,Arsenal,Ben White,ENG,DF,23,1997,32.0,33,1.03,25,0,2,4,1,1,4,0.12,2,0,2,0,0,0
ENG-Premier League,2122,Arsenal,Bernd Leno,GER,GK,29,1992,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Bukayo Saka,ENG,"FW,MF",19,2001,33.1,158,4.78,108,20,9,10,11,0,18,0.54,9,4,0,2,3,0
ENG-Premier League,2122,Arsenal,Calum Chambers,ENG,DF,26,1995,1.9,1,0.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Cédric Soares,POR,DF,29,1991,16.5,37,2.24,27,9,0,1,0,0,3,0.18,2,1,0,0,0,0
ENG-Premier League,2122,Arsenal,Eddie Nketiah,ENG,FW,22,1999,9.3,26,2.81,17,0,5,3,1,0,2,0.22,1,0,0,1,0,0
ENG-Premier League,2122,Arsenal,Emile Smith Rowe,ENG,"MF,FW",21,2000,21.3,67,3.14,52,4,5,4,2,0,6,0.28,5,1,0,0,0,0
ENG-Premier League,2122,Arsenal,Folarin Balogun,USA,FW,20,2001,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Gabriel Dos Santos,BRA,DF,23,1997,34.0,22,0.65,19,0,0,2,0,1,1,0.03,1,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Gabriel Martinelli,BRA,"FW,MF",20,2001,20.7,72,3.49,48,4,8,8,2,2,13,0.63,6,2,2,3,0,0
ENG-Premier League,2122,Arsenal,Granit Xhaka,SUI,"MF,DF",28,1992,25.9,87,3.36,80,2,1,2,1,1,5,0.19,5,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Kieran Tierney,SCO,DF,24,1997,21.3,44,2.07,36,5,1,1,1,0,2,0.09,2,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Martin Ødegaard,NOR,"MF,FW",22,1998,30.9,159,5.14,129,12,6,9,2,1,15,0.48,15,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Mohamed Elneny,EGY,MF,29,1992,9.0,17,1.9,15,1,0,1,0,0,3,0.33,3,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Nicolas Pépé,CIV,"FW,MF",26,1995,7.7,36,4.66,20,9,4,3,0,0,4,0.52,1,0,0,3,0,0
ENG-Premier League,2122,Arsenal,Nuno Tavares,POR,DF,21,2000,13.1,27,2.07,19,0,4,1,2,1,3,0.23,2,0,0,1,0,0
ENG-Premier League,2122,Arsenal,Pablo Marí,ESP,DF,27,1993,2.0,2,1.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Pierre-Emerick Aubameyang,GAB,FW,32,1989,11.5,22,1.91,14,0,2,4,2,0,3,0.26,2,0,0,1,0,0
ENG-Premier League,2122,Arsenal,Reiss Nelson,ENG,FW,21,1999,0.2,3,13.5,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Rob Holding,ENG,DF,25,1995,9.4,3,0.32,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Sead Kolašinac,BIH,DF,28,1993,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Takehiro Tomiyasu,JPN,DF,22,1998,18.7,34,1.82,32,0,1,0,0,1,4,0.21,4,0,0,0,0,0
ENG-Premier League,2122,Arsenal,Thomas Partey,GHA,MF,28,1993,22.5,61,2.71,49,0,5,4,3,0,4,0.18,3,0,0,1,0,0
ENG-Premier League,2122,Aston Villa,Anwar El Ghazi,NED,"FW,MF",26,1995,4.3,11,2.56,8,1,1,0,1,0,2,0.47,2,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Ashley Young,ENG,"DF,FW",36,1985,13.9,31,2.24,20,6,2,1,2,0,4,0.29,2,1,1,0,0,0
ENG-Premier League,2122,Aston Villa,Axel Tuanzebe,ENG,DF,23,1997,5.6,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Bertrand Traoré,BFA,"MF,FW",25,1995,2.4,11,4.5,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0
ENG-Premier League,2122,Aston Villa,Calum Chambers,ENG,DF,26,1995,9.2,11,1.19,10,0,0,1,0,0,1,0.11,1,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Cameron Archer,ENG,"FW,MF",20,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Carney Chukwuemeka,ENG,"MF,FW",17,2003,3.3,5,1.49,5,0,0,0,0,0,2,0.59,2,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Danny Ings,ENG,FW,29,1992,21.1,32,1.52,25,0,2,4,1,0,9,0.43,9,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Douglas Luiz,BRA,MF,23,1998,30.2,89,2.95,60,21,1,2,5,0,9,0.3,6,2,0,1,0,0
ENG-Premier League,2122,Aston Villa,Emi Buendía,ARG,"MF,FW",24,1996,21.1,83,3.93,65,3,7,3,5,0,10,0.47,7,0,2,1,0,0
ENG-Premier League,2122,Aston Villa,Emiliano Martínez,ARG,GK,28,1992,36.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Ezri Konsa,ENG,DF,23,1997,27.5,13,0.47,11,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Jacob Ramsey,ENG,MF,20,2001,27.4,75,2.74,55,0,7,2,9,2,6,0.22,5,0,0,1,0,0
ENG-Premier League,2122,Aston Villa,Jaden Philogene Bidace,ENG,FW,19,2002,0.1,1,18.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Jed Steer,ENG,GK,28,1992,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,John McGinn,SCO,MF,26,1994,34.3,103,3.0,72,21,4,2,3,1,6,0.17,4,1,1,0,0,0
ENG-Premier League,2122,Aston Villa,Keinan Davis,ENG,FW,23,1998,0.1,1,7.5,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Kortney Hause,ENG,DF,26,1995,4.4,2,0.45,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Leon Bailey,JAM,"FW,MF",23,1997,8.5,20,2.37,15,0,1,2,2,0,1,0.12,1,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Lucas Digne,FRA,DF,28,1993,14.1,53,3.75,37,14,1,0,1,0,8,0.57,5,2,0,0,1,0
ENG-Premier League,2122,Aston Villa,Marvelous Nakamba,ZIM,MF,27,1994,10.0,10,1.0,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Matt Targett,ENG,DF,25,1995,15.9,36,2.26,30,5,0,1,0,0,2,0.13,2,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Matty Cash,POL,DF,23,1997,37.5,65,1.73,45,7,6,2,5,0,7,0.19,4,2,1,0,0,0
ENG-Premier League,2122,Aston Villa,Morgan Sanson,FRA,MF,26,1994,4.0,2,0.51,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Ollie Watkins,ENG,FW,25,1995,32.8,82,2.5,56,0,10,8,6,2,9,0.27,4,0,2,2,1,0
ENG-Premier League,2122,Aston Villa,Philippe Coutinho,BRA,"MF,FW",29,1992,14.8,62,4.19,47,4,3,6,2,0,8,0.54,6,0,1,1,0,0
ENG-Premier League,2122,Aston Villa,Robin Olsen,SWE,GK,31,1990,1.0,1,1.0,0,1,0,0,0,0,1,1.0,0,1,0,0,0,0
ENG-Premier League,2122,Aston Villa,Tim Iroegbunam,ENG,MF,18,2003,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Trézéguet,EGY,FW,26,1994,0.1,1,8.18,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Aston Villa,Tyrone Mings,ENG,DF,28,1993,35.4,30,0.85,23,0,1,3,2,1,5,0.14,4,0,0,1,0,0
ENG-Premier League,2122,Aston Villa,Wesley Moraes,BRA,FW,24,1996,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Brentford,Bryan Mbeumo,CMR,FW,21,1999,32.3,86,2.66,53,10,10,6,7,0,12,0.37,10,1,0,0,1,0
ENG-Premier League,2122,Brentford,Charlie Goode,ENG,DF,25,1995,5.0,12,2.4,2,7,1,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Brentford,Christian Eriksen,DEN,MF,29,1992,10.4,57,5.46,26,27,1,1,1,1,7,0.67,2,5,0,0,0,0
ENG-Premier League,2122,Brentford,Christian Nørgaard,DEN,MF,27,1994,33.9,58,1.71,50,0,2,3,2,1,6,0.18,6,0,0,0,0,0
ENG-Premier League,2122,Brentford,David Raya,ESP,GK,25,1995,24.0,7,0.29,6,1,0,0,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,2122,Brentford,Dominic Thompson,ENG,DF,21,2000,1.6,1,0.62,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Brentford,Ethan Pinnock,JAM,DF,28,1993,29.9,31,1.04,22,6,0,2,0,1,4,0.13,2,1,0,1,0,0
ENG-Premier League,2122,Brentford,Finley Stevens,WAL,DF,18,2003,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
